KONCESSION,Spanning,Enhet,FöretagNa,kommunkod,kommunnamn,Företagsnamn,Hemsida,Emailadress,Telefonnummer,Adress
541CP,20,REL00203,Vara Energi ek. för.,"1494",Lidköping,Vara Energi ek. för.,varaenergi.se,info@varaenergi.se,0512-79 70 80,"Torsgatan 16, 534 31 Vara"
685CD,20,REL00585,Götene Elförening ek. för.,"1494",Lidköping,Götene Elförening ek. för.,kinnekulleenergi.se/en-del-av-gotene-elforening,kundtjanst@kinnekulleenergi.se,0511-34 55 00,"Box 81, 533 21 Götene"
7205EJ,20,REL00049,Grästorps Energi ek. för.,"1494",Lidköping,Grästorps Energi ek. för.,grastorpenergi.se,kundtjanst@grastorpenergi.se,0514-105 25,"Plogvägen 5, 467 30 Grästorp"
7206DA,20,REL00899,Kvänumsbygdens Energi ek. för.,"1494",Lidköping,Kvänumsbygdens Energi ek. för.,kvanumenergi.se,kundtjanst@kvanumenergi.se,0512-79 70 70,"Skaragatan 23, 535 30 Kvänum"
731ÖKA,24,REL03030,Vattenfall Eldistribution AB,"1494",Lidköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8600N,22,REL03030,Vattenfall Eldistribution AB,"2403",Bjurholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
"11004",24,REL03030,Vattenfall Eldistribution AB,"2403",Bjurholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8600Q,20,REL03030,Vattenfall Eldistribution AB,"2403",Bjurholm,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
231AP,11,REL00035,Eskilstuna Energi och Miljö Elnät AB,"0484",Eskilstuna,Eskilstuna Energi och Miljö Elnät AB,eem.se,kundservice@eem.se,016-10 60 60,"Kungsgatan 86, 631 86 Eskilstuna"
231AR,20,REL00035,Eskilstuna Energi och Miljö Elnät AB,"0484",Eskilstuna,Eskilstuna Energi och Miljö Elnät AB,eem.se,kundservice@eem.se,016-10 60 60,"Kungsgatan 86, 631 86 Eskilstuna"
394AR,20,REL00093,Tekniska verken Katrineholm Nät AB,"0484",Eskilstuna,Tekniska verken Katrineholm Nät AB,tekniskaverken.se,kundservice@tekniskaverken.se,0771-25 26 27,"Box 1500, 58115 Linköping"
704AS,20,REL03030,Vattenfall Eldistribution AB,"0484",Eskilstuna,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEN,20,REL03030,Vattenfall Eldistribution AB,"0484",Eskilstuna,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEP,20,REL03030,Vattenfall Eldistribution AB,"0484",Eskilstuna,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7403BH,40,REL00267,Mälarenergi Elnät AB,"0484",Eskilstuna,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
7410U,20,REL00160,SEVAB Nät AB,"0484",Eskilstuna,SEVAB Nät AB,sevab.com,kundservice@sevab.com,0152-460 50,"Box 32, 64521 Strängnäs"
380COD,40,REL03028,E.ON Energidistribution AB,"0582",Söderköping,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COÅ,24,REL03028,E.ON Energidistribution AB,"0582",Söderköping,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CPG,20,REL03028,E.ON Energidistribution AB,"0582",Söderköping,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1392AE,20,REL03028,E.ON Energidistribution AB,"0381",Enköping,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3163BB,20,REL03035,Ellevio AB,"0381",Enköping,Ellevio AB,ellevio.se,,0771-53 53 00,
3251P,24,REL03028,E.ON Energidistribution AB,"0381",Enköping,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖDH,20,REL03030,Vattenfall Eldistribution AB,"0381",Enköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEN,20,REL03030,Vattenfall Eldistribution AB,"0381",Enköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"0381",Enköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEP,20,REL03030,Vattenfall Eldistribution AB,"0381",Enköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGT,20,REL03030,Vattenfall Eldistribution AB,"0381",Enköping,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7403BH,40,REL00267,Mälarenergi Elnät AB,"0381",Enköping,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
7408BC,20,REL00157,Sala-Heby Energi Elnät AB,"0381",Enköping,Sala-Heby Energi Elnät AB,sheab.se,kundtjanst@sheab.se,0224-576 00,"Fabriksgatan 14, 733 39 Sala"
1365Z,10,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
360BC,20,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CFP,20,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CHC,20,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COC,20,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COX,24,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
4092AS,24,REL00126,Mellersta Skånes Kraft ek. för.,"1293",Hässleholm,Mellersta Skånes Kraft ek. för.,mskraft.nu,info@mskraft.se,0413-48 90 00,"Landsvägen 77, 243 72 Tjörnarp"
4112BI,20,REL01012,Brittedals Elnät ek. för.,"1293",Hässleholm,Brittedals Elnät ek. för.,brittedal.se,kundservice@brittedal.se,0451-306 21,"Östra Järnvägsgatan 15, 282 75 Hästveda"
4302AG,20,REL01012,Brittedals Elnät ek. för.,"1293",Hässleholm,Brittedals Elnät ek. för.,brittedal.se,kundservice@brittedal.se,0451-306 21,"Östra Järnvägsgatan 15, 282 75 Hästveda"
5076A,20,REL03028,E.ON Energidistribution AB,"1293",Hässleholm,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
712AD,20,REL00886,Kraftringen Nät AB,"1293",Hässleholm,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
863AB,20,REL00886,Kraftringen Nät AB,"1293",Hässleholm,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
1839AN,20,REL03030,Vattenfall Eldistribution AB,"0192",Nynäshamn,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
352L,20,REL03035,Ellevio AB,"0192",Nynäshamn,Ellevio AB,ellevio.se,,0771-53 53 00,
3842L,20,REL03030,Vattenfall Eldistribution AB,"0192",Nynäshamn,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
498AF,20,REL00186,Telge Nät AB,"0192",Nynäshamn,Telge Nät AB,telgeenergi.se,nat@telge.se,08-550 233 00,"Box 633, 151 27 Södertälje"
731ÖFÖ,20,REL03030,Vattenfall Eldistribution AB,"0192",Nynäshamn,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1461",Mellerud,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
175VIIs(8),20,REL00111,Tekniska verken Linköping Nät AB,"0513",Kinda,Tekniska verken Linköping Nät AB,tekniskaverken.se,kundservice@tekniskaverken.se,0771-25 26 27,"Box 1500, 58115 Linköping"
380CNV,20,REL03028,E.ON Energidistribution AB,"0513",Kinda,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380PCy,20,REL03028,E.ON Energidistribution AB,"0513",Kinda,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖGI,20,REL03030,Vattenfall Eldistribution AB,"0513",Kinda,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
380CPG,20,REL03028,E.ON Energidistribution AB,"0513",Kinda,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1294BF,20,REL01010,Sandviken Energi Elnät AB,"2181",Sandviken,Sandviken Energi Elnät AB,sandvikenenergi.se,info@sandvikenenergi.se,026-24 16 00,"Box 91, 811 21 Sandviken"
"11404",24,REL03015,Falu Elnät AB,"2181",Sandviken,Falu Elnät AB,fev.se,info@fev.se,023-77 49 00,"Box 213, 791 25 Falun"
2810X,20,REL01010,Sandviken Energi Elnät AB,"2181",Sandviken,Sandviken Energi Elnät AB,sandvikenenergi.se,info@sandvikenenergi.se,026-24 16 00,"Box 91, 811 21 Sandviken"
2869BA,20,REL00249,Årsunda Kraft & Belysningsförening ek. för.,"2181",Sandviken,Årsunda Kraft & Belysningsförening ek. för.,arsunda-kraft.se,info@arsunda-kraft.se,026-29 08 54,"Hedkarbyvägen 22, 811 73 Årsunda"
3011AH,20,REL03057,Gävle Energi Elnät AB,"2181",Sandviken,Gävle Energi Elnät AB,gavleenergi.se,,026-17 85 75,"Box 783, 801 29 Gävle"
5755AI,20,REL00075,Hofors Elverk AB,"2181",Sandviken,Hofors Elverk AB,hoforselverk.se,info@hoforselverk.se,0290-77 18 00,"Box 153, 813 23 Hofors"
6441AZ,25,REL03030,Vattenfall Eldistribution AB,"2181",Sandviken,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
64OÅ,20,REL03035,Ellevio AB,"2181",Sandviken,Ellevio AB,ellevio.se,,0771-53 53 00,
731ÖEM,20,REL03030,Vattenfall Eldistribution AB,"2181",Sandviken,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8201J,20,REL03057,Gävle Energi Elnät AB,"2181",Sandviken,Gävle Energi Elnät AB,gavleenergi.se,,026-17 85 75,"Box 783, 801 29 Gävle"
731ÖEM,20,REL03030,Vattenfall Eldistribution AB,"2181",Sandviken,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
1446CD,20,REL00195,Uddevalla Energi Elnät AB,"1415",Stenungsund,Uddevalla Energi Elnät AB,uddevallaenergi.se,kundservice@uddevallaenergi.se,0522-580 800,"Strömberget, 451 81 Uddevalla"
2536BH,20,REL00074,Hjärtums Elförening ek för,"1415",Stenungsund,Hjärtums Elförening ek för,hjartumselforening.se,info@hjartumsel.se,0520-47 05 70,"Sannersby 115, 46392 Lilla Edet"
754O,20,REL00100,Kungälv Energi AB,"1415",Stenungsund,Kungälv Energi AB,kungalvenergi.se,info@kungalvenergi.se,0303-23 93 00,"Box 515, 442 15 Kungälv"
8400AS,20,REL03030,Vattenfall Eldistribution AB,"1415",Stenungsund,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
8705C,20,REL03035,Ellevio AB,"1415",Stenungsund,Ellevio AB,ellevio.se,,0771-53 53 00,
175VIIs(8),20,REL00111,Tekniska verken Linköping Nät AB,"0583",Motala,Tekniska verken Linköping Nät AB,tekniskaverken.se,kundservice@tekniskaverken.se,0771-25 26 27,"Box 1500, 58115 Linköping"
380CPA,24,REL03028,E.ON Energidistribution AB,"0583",Motala,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
731ÖFQ,20,REL03030,Vattenfall Eldistribution AB,"0583",Motala,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖGG,20,REL03030,Vattenfall Eldistribution AB,"0583",Motala,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7414G,24,REL00127,Mjölby Kraftnät AB,"0583",Motala,Mjölby Kraftnät AB,mse.se,kundservice@mse.se,0142 - 855 85,"Box 510, 595 29 Mjölby"
4926AK,24,REL00168,Skyllbergs Bruks AB,"0583",Motala,Skyllbergs Bruks AB,skyllbergsbruk.se,info@skyllbergsbruk.se,0583-403 00,"Brukskontoret, 694 99 Skyllberg"
380COV,24,REL03028,E.ON Energidistribution AB,"1291",Simrishamn,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380HCö,20,REL03028,E.ON Energidistribution AB,"1291",Simrishamn,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
3930Ö,24,REL00364,Österlens Kraft AB,"1291",Simrishamn,Österlens Kraft AB,osterlenskraft.se,info@osterlenskraft.se,0414-285 60,"Testgatan 3, 27236 Simrishamn"
4426AD,20,REL00144,Olseröds Elektriska Distributionsförening u.p.a.,"1291",Simrishamn,Olseröds Elektriska Distributionsförening u.p.a.,oedf.se,info@oedf.se,044-35 11 26,"Sockenvägen 524, 297 95 Degeberga"
3568BE,24,REL00137,Nybro Elnät AB,"0880",Kalmar,Nybro Elnät AB,nybroenergi.se,kundtjanst@nybroenergi.se,0481-451 76,"Nybro Energi, 382 80 Nybro"
380DAp,20,REL03028,E.ON Energidistribution AB,"0880",Kalmar,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380GCt,20,REL03028,E.ON Energidistribution AB,"0880",Kalmar,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380ÄCf,20,REL03028,E.ON Energidistribution AB,"0880",Kalmar,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
430Y,20,REL00087,Kalmar Energi Elnät AB,"0880",Kalmar,Kalmar Energi Elnät AB,kalmarenergi.se,kundcenter@kalmarenergi.se,0480-45 11 45,"Box 822, 391 28 Kalmar"
6447AB,20,REL00246,Ålem Energi AB,"0880",Kalmar,Ålem Energi AB,alemenergi.se,info@alemenergi.se,010-35 38 362,"Råsnäs 103, 384 71 Timmernabben"
7035O,24,REL00886,Kraftringen Nät AB,"0880",Kalmar,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
114AG,20,REL00077,Härnösand Elnät AB,"2262",Timrå,Härnösand Elnät AB,hemab.se,info@hemab.se,0611-55 75 00,"Box 304, 871 26 Härnösand"
120BY,20,REL00178,Sundsvall Elnät AB,"2262",Timrå,Sundsvall Elnät AB,sundsvallelnat.se,info@sundsvallelnat.se,060-600 50 20,"Norra Järnvägsgatan 1, 851 85 Sundsvall"
380CIB,20,REL03028,E.ON Energidistribution AB,"2262",Timrå,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
406GU,20,REL03028,E.ON Energidistribution AB,"2262",Timrå,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
231AR,20,REL00035,Eskilstuna Energi och Miljö Elnät AB,"1980",Västerås,Eskilstuna Energi och Miljö Elnät AB,eem.se,kundservice@eem.se,016-10 60 60,"Kungsgatan 86, 631 86 Eskilstuna"
731ÖDH,20,REL03030,Vattenfall Eldistribution AB,"1980",Västerås,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEN,20,REL03030,Vattenfall Eldistribution AB,"1980",Västerås,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"1980",Västerås,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEP,20,REL03030,Vattenfall Eldistribution AB,"1980",Västerås,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7403BF,20,REL00267,Mälarenergi Elnät AB,"1980",Västerås,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
7403BH,40,REL00267,Mälarenergi Elnät AB,"1980",Västerås,Mälarenergi Elnät AB,malarenergi.se,,021-39 50 50,"Box 14, 721 03 Västerås"
7410U,20,REL00160,SEVAB Nät AB,"1980",Västerås,SEVAB Nät AB,sevab.com,kundservice@sevab.com,0152-460 50,"Box 32, 64521 Strängnäs"
1388BA,20,REL00152,Ronneby Miljö och Teknik AB,"1081",Ronneby,Ronneby Miljö och Teknik AB,ronneby.se/sidowebbplatser/miljoteknik.html,kundservice@miljoteknik.ronneby.se,0457 - 61 89 00,"Ronneby Miljö & Teknik AB, 372 80 Ronneby"
2974CB,20,REL00886,Kraftringen Nät AB,"1081",Ronneby,Kraftringen Nät AB,kraftringen.se,,010-122 70 00,"Box 25, 221 00 Lund"
322AG,20,REL00091,Affärsverken Elnät i Karlskrona AB,"1081",Ronneby,Affärsverken Elnät i Karlskrona AB,affarsverken.se,kundservice@affarsverken.se,0455-783 75,"Box 530, 371 23 Karlskrona"
380CEO,20,REL03028,E.ON Energidistribution AB,"1081",Ronneby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CIÖ,20,REL03028,E.ON Energidistribution AB,"1081",Ronneby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380UCp,20,REL03028,E.ON Energidistribution AB,"1081",Ronneby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
4504AD,20,REL00156,Rödeby Elverk ek. för.,"1081",Ronneby,Rödeby Elverk ek. för.,rodebyelverk.net,info@rodebyelverk.net,0455-485 30,"Karlskronavägen 38, 373 43 Rödeby"
1294BF,20,REL01010,Sandviken Energi Elnät AB,"2101",Ockelbo,Sandviken Energi Elnät AB,sandvikenenergi.se,info@sandvikenenergi.se,026-24 16 00,"Box 91, 811 21 Sandviken"
"11404",24,REL03015,Falu Elnät AB,"2101",Ockelbo,Falu Elnät AB,fev.se,info@fev.se,023-77 49 00,"Box 213, 791 25 Falun"
35CR,24,REL03035,Ellevio AB,"2101",Ockelbo,Ellevio AB,ellevio.se,,0771-53 53 00,
64OÅ,20,REL03035,Ellevio AB,"2101",Ockelbo,Ellevio AB,ellevio.se,,0771-53 53 00,
8201J,20,REL03057,Gävle Energi Elnät AB,"2101",Ockelbo,Gävle Energi Elnät AB,gavleenergi.se,,026-17 85 75,"Box 783, 801 29 Gävle"
380CFS,20,REL03028,E.ON Energidistribution AB,"0861",Mönsterås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CFT,20,REL03028,E.ON Energidistribution AB,"0861",Mönsterås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380DAp,20,REL03028,E.ON Energidistribution AB,"0861",Mönsterås,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
433AA,20,REL00146,Oskarshamn Energi Nät AB,"0861",Mönsterås,Oskarshamn Energi Nät AB,oskarshamnenergi.se,info@oskarshamnenergi.se,010-35 63 400,"Box 564, 572 26 Oskarshamn"
6447AB,20,REL00246,Ålem Energi AB,"0861",Mönsterås,Ålem Energi AB,alemenergi.se,info@alemenergi.se,010-35 38 362,"Råsnäs 103, 384 71 Timmernabben"
3568BE,24,REL00137,Nybro Elnät AB,"0760",Uppvidinge,Nybro Elnät AB,nybroenergi.se,kundtjanst@nybroenergi.se,0481-451 76,"Nybro Energi, 382 80 Nybro"
380CFS,20,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CGV,20,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CGZ,20,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CHG,20,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COK,24,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380RBz,20,REL03028,E.ON Energidistribution AB,"0760",Uppvidinge,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
2810X,20,REL01010,Sandviken Energi Elnät AB,"0331",Heby,Sandviken Energi Elnät AB,sandvikenenergi.se,info@sandvikenenergi.se,026-24 16 00,"Box 91, 811 21 Sandviken"
3520M,20,REL00012,Upplands Energi ek. för.,"0331",Heby,Upplands Energi ek. för.,upplandsenergi.se,info@upplandsenergi.se,018-67 84 00,"Ramsjövägen 46, 743 63 Björklinge"
6441AZ,25,REL03030,Vattenfall Eldistribution AB,"0331",Heby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖDH,20,REL03030,Vattenfall Eldistribution AB,"0331",Heby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEM,20,REL03030,Vattenfall Eldistribution AB,"0331",Heby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
731ÖEO,20,REL03030,Vattenfall Eldistribution AB,"0331",Heby,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
7408BC,20,REL00157,Sala-Heby Energi Elnät AB,"0331",Heby,Sala-Heby Energi Elnät AB,sheab.se,kundtjanst@sheab.se,0224-576 00,"Fabriksgatan 14, 733 39 Sala"
3160k,20,REL00043,Gislaved Energi Elnät AB,"0662",Gislaved,Gislaved Energi Elnät AB,gislavedenergi.se,kundservice@gislavedenergi.se,0371-58 91 10,"Mårtensgatan 27, 332 38 Gislaved"
368DH,20,REL00086,Jönköping Energinät AB,"0662",Gislaved,Jönköping Energinät AB,jonkopingenergi.se,kundservice@jonkopingenergi.se,036-10 82 00,"Box 5150, 550 05 Jönköping"
435HB,20,REL03030,Vattenfall Eldistribution AB,"0662",Gislaved,Vattenfall Eldistribution AB,vattenfalleldistribution.se,,0771-10 10 50,"Box 13, 881 06 Näsåker"
4743Aq,20,REL03062,Östra Kinds Elnät AB,"0662",Gislaved,Östra Kinds Elnät AB,ostrakindselkraft.se,info@ostrakindselkraft.se,0321-53 02 00,"Box 6004, 514 06 Dalstorp"
7012AQ,20,REL03028,E.ON Energidistribution AB,"0662",Gislaved,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
968BB,20,REL03016,Vaggeryds Elverk AB,"0662",Gislaved,Vaggeryds Elverk AB,vaggerydsenergi.com,kundservice@vaggerydsenergi.se,0393-785 00,"Box 173, 567 24 Vaggeryd"
380CPK,20,REL03028,E.ON Energidistribution AB,"0662",Gislaved,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CPX,20,REL03028,E.ON Energidistribution AB,"0662",Gislaved,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
1326Q,10,REL00958,Vimmerby Energi Nät AB,"0884",Vimmerby,Vimmerby Energi Nät AB,vemab.se,vimmerby.energi@vemab.se,0492-76 93 00,"Vimerby Energi & Miljö AB, 598 81 Vimmerby"
380CNV,20,REL03028,E.ON Energidistribution AB,"0884",Vimmerby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380PCy,20,REL03028,E.ON Energidistribution AB,"0884",Vimmerby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380RCc,20,REL03028,E.ON Energidistribution AB,"0884",Vimmerby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CPG,20,REL03028,E.ON Energidistribution AB,"0884",Vimmerby,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380COD,40,REL03028,E.ON Energidistribution AB,"0562",Finspång,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
380CPA,24,REL03028,E.ON Energidistribution AB,"0562",Finspång,E.ON Energidistribution AB,eon.se,kundservice@eon.se,010-228 33 43,
